WB_id,public_name,logFC
WBGene00000450,ceh-28,0.325773461
WBGene00000759,col-186,0.325593133
WBGene00019144,H01M10.2,0.325550406
WBGene00000417,ced-3,0.32551955
WBGene00003019,lin-33,0.325225036
WBGene00189993,C49C3.21,0.325149254
WBGene00019091,srab-13,0.325130039
WBGene00000962,dhc-1,0.325063523
WBGene00000526,clc-5,0.324861887
WBGene00018305,exos-8,0.324789644
WBGene00006189,str-141,0.324697151
WBGene00011192,srh-24,0.324697151
WBGene00011382,dop-5,0.324610313
WBGene00004391,rnr-1,0.324560602
WBGene00010630,ttll-15,0.324397441
WBGene00004122,pqn-35,0.324183092
WBGene00012296,W06D4.2,0.324020416
WBGene00004486,rps-17,0.324009202
WBGene00015038,B0212.4,0.323617563
WBGene00006699,uba-1,0.323348967
WBGene00011156,R09B3.3,0.322311583
WBGene00004185,pro-1,0.322084806
WBGene00005093,srd-15,0.321990637
WBGene00001385,far-1,0.321904387
WBGene00001671,gpa-9,0.321756957
WBGene00016190,C28G1.5,0.321747157
WBGene00019423,K05G3.2,0.321418947
WBGene00011037,R05D11.9,0.321395155
WBGene00003711,nhr-121,0.321328474
WBGene00011898,T21C9.13,0.321327124
WBGene00018607,F48E3.8,0.321256514
WBGene00007460,C08F11.13,0.321112307
WBGene00001773,gst-25,0.321085599
WBGene00006655,tub-1,0.32062313
WBGene00012214,W02D9.8,0.320566875
WBGene00011612,T08D2.7,0.320381967
WBGene00005972,srx-81,0.320271256
WBGene00003771,nlp-33,0.320223179
WBGene00007247,C01G12.7,0.320131619
WBGene00012148,VF13D12L.1,0.319956189
WBGene00002850,let-716,0.319954751
WBGene00010503,K02C4.5,0.319937503
WBGene00007043,tag-179,0.319737151
WBGene00000277,cab-1,0.319549764
WBGene00015954,C18B2.3,0.319461116
WBGene00019970,R08F11.7,0.319081382
WBGene00007387,C06H2.3,0.319061949
WBGene00022450,ubc-26,0.318968564
WBGene00003793,npp-7,0.31888828
WBGene00006693,twk-43,0.318880915
WBGene00015658,tsg-101,0.318862436
WBGene00018632,tag-296,0.318707802
WBGene00017217,F07F6.4,0.318363188
WBGene00011374,T02D1.8,0.318235024
WBGene00010051,F54D5.5,0.318135694
WBGene00011582,T07D10.2,0.318046204
WBGene00004774,sem-5,0.317774807
WBGene00016600,ets-5,0.317447664
WBGene00020417,nuo-2,0.317263591
WBGene00010923,rle-1,0.31722357
WBGene00017389,lgc-38,0.317036838
WBGene00000479,cgh-1,0.316807704
WBGene00008258,C52E4.5,0.316758463
WBGene00018404,nhr-39,0.316742866
WBGene00000585,cogc-2,0.31672973
WBGene00197977,F47G3.7,0.316237408
WBGene00012204,W02B12.9,0.316233384
WBGene00002029,hst-2,0.316206329
WBGene00019965,R08F11.1,0.316136509
WBGene00010264,F58G1.2,0.316089399
WBGene00009782,F46C5.7,0.316085315
WBGene00013640,Y105C5A.17,0.315855061
WBGene00000224,atgp-1,0.315806371
WBGene00006818,unc-86,0.315784758
WBGene00001027,dnj-9,0.315439301
WBGene00001680,gpb-2,0.315306445
WBGene00006365,syg-1,0.315236066
WBGene00021020,W04B5.3,0.314923418
WBGene00004933,sod-4,0.314906021
WBGene00010827,M02B1.2,0.314617726
WBGene00007993,C37E2.1,0.314574008
WBGene00017825,cee-1,0.314493193
WBGene00019230,ttll-11,0.314306725
WBGene00006999,zyx-1,0.313714071
WBGene00020796,T25D3.2,0.313694334
WBGene00019764,M03F8.5,0.31356823
WBGene00004454,rpl-41,0.313504215
WBGene00002297,ect-2,0.313462826
WBGene00015190,B0432.9,0.312982626
WBGene00023407,cex-1,0.312974386
WBGene00019171,fipr-29,0.312736573
WBGene00001552,gcy-32,0.312594727
WBGene00009380,F34H10.3,0.312360135
WBGene00009976,swan-2,0.312314885
WBGene00009144,del-3,0.312246378
WBGene00002201,kin-18,0.311946728
WBGene00017706,F22E5.7,0.311912377
WBGene00197102,C18A3.18,0.311912377
WBGene00017949,F31D5.6,0.311793249
WBGene00004048,plx-2,0.311752862
WBGene00004738,scc-3,0.311722573
WBGene00006941,wnk-1,0.311534519
WBGene00015398,tag-293,0.311515997
WBGene00015206,B0495.7,0.311370926
WBGene00019060,F58F9.7,0.311357379
WBGene00008723,F12F6.8,0.311351265
WBGene00011857,T20D3.3,0.311330572
WBGene00005517,sri-5,0.310922279
WBGene00004109,stam-1,0.310116835
WBGene00008078,C44B9.1,0.310034627
WBGene00007625,C16C10.4,0.309862444
WBGene00020913,W01B11.1,0.309853256
WBGene00016871,tag-303,0.309813626
WBGene00005038,sra-12,0.309725284
WBGene00017835,F26F12.4,0.309663657
WBGene00004910,snf-11,0.309462645
WBGene00011738,T12G3.2,0.309324092
WBGene00194642,C25H3.17,0.309211689
WBGene00016227,nhr-280,0.309174703
WBGene00016326,C32E8.11,0.309052392
WBGene00006761,unc-24,0.308999327
WBGene00003746,nlp-8,0.30895332
WBGene00016201,C28H8.11,0.308747569
WBGene00001650,gon-1,0.308469549
WBGene00017578,F18F11.5,0.308467015
WBGene00008452,mrps-5,0.308279572
WBGene00004929,soc-2,0.308132546
WBGene00010783,K11H3.6,0.308110179
WBGene00006155,str-99,0.308062775
WBGene00005305,srh-84,0.307904341
WBGene00017580,lgc-4,0.307865973
WBGene00018390,F43E2.1,0.30775142
WBGene00020762,zer-1,0.307515672
WBGene00023481,srz-22,0.307495543
WBGene00015980,C18G1.1,0.307480163
WBGene00004076,pod-2,0.307470557
WBGene00006077,str-9,0.307461059
WBGene00016455,C35E7.3,0.307379628
WBGene00003791,npp-5,0.307368032
WBGene00019479,K07C11.7,0.307362197
WBGene00009153,F26D2.15,0.307287904
WBGene00000439,ceh-16,0.307246322
WBGene00001709,grk-2,0.307174631
WBGene00000724,col-151,0.307063038
WBGene00007162,fbxa-153,0.307036742
WBGene00007576,dph-1,0.307014264
WBGene00017797,symk-1,0.306756621
WBGene00019623,K10C9.1,0.306750328
WBGene00015857,C16D9.1,0.306676947
WBGene00015861,C16D9.6,0.306620725
WBGene00000195,arr-1,0.30651274
WBGene00011314,T01B7.9,0.306454564
WBGene00006379,sys-1,0.306025262
WBGene00015971,C18E3.2,0.30588151
WBGene00007290,C04B4.2,0.305742203
WBGene00013746,lgc-55,0.30567307
WBGene00009162,F26E4.7,0.305656104
WBGene00017976,F32B5.2,0.305397678
WBGene00006988,zyg-1,0.305357796
WBGene00008031,C39E9.7,0.305356113
WBGene00008997,lgc-31,0.305294729
WBGene00011962,T23G5.2,0.305248935
WBGene00007787,C27H6.8,0.305227841
WBGene00007341,C05D12.4,0.305133099
WBGene00008216,C49G9.1,0.304944403
WBGene00019243,fbxb-72,0.304852757
WBGene00016833,sre-51,0.304136659
WBGene00019343,K02F6.9,0.30396684
WBGene00007916,C34C6.3,0.303951359
WBGene00000262,bra-1,0.303885497
WBGene00044031,F49C5.9,0.303835071
WBGene00011441,T04F8.2,0.303832907
WBGene00018869,F55C12.1,0.303653171
WBGene00006994,zyg-9,0.303433871
WBGene00020121,R160.4,0.303406213
WBGene00010329,F59D12.1,0.303393244
WBGene00022978,F02E11.t1,0.303345635
WBGene00000200,arx-2,0.303321249
WBGene00020375,T09B4.1,0.303314798
WBGene00015485,C05D11.8,0.303217994
WBGene00009594,cyld-1,0.303051081
WBGene00011368,T02C12.3,0.302950507
WBGene00007284,C03H12.1,0.302867668
WBGene00020359,math-40,0.302713849
WBGene00004790,sgn-1,0.302451032
WBGene00016260,C30F12.1,0.302097726
WBGene00001815,hmt-1,0.301964765
WBGene00017937,F30H5.3,0.301959838
WBGene00009126,pyk-1,0.301893833
WBGene00017447,F14B8.5,0.301853865
WBGene00003044,lir-1,0.301819805
WBGene00010480,K01G5.9,0.301803629
WBGene00011381,T02E9.1,0.301711081
WBGene00016532,C39D10.5,0.301625353
WBGene00009368,F33H2.5,0.301490214
WBGene00008343,C56A3.4,0.301408013
WBGene00004383,rnh-2,0.301248463
WBGene00011767,T14D7.1,0.301074674
WBGene00008844,F15A4.10,0.300508629
WBGene00009958,F53B6.2,0.300399431
WBGene00016799,C50C3.1,0.30032431
WBGene00007404,C07A9.8,0.300215588
WBGene00018696,pho-6,0.30006226
WBGene00008355,fbxa-141,0.300035075
WBGene00007785,C27H6.3,0.299994973
WBGene00017997,F33D4.5,0.299771952
WBGene00001600,glh-3,0.299659704
WBGene00017154,ugt-57,0.299657423
WBGene00007154,B0365.7,0.299643997
WBGene00006808,unc-76,0.299362621
WBGene00004802,sir-2.3,0.299315096
WBGene00020686,T22D1.8,0.299096647
WBGene00006516,vps-16,0.299092343
WBGene00021050,W05H9.3,0.298944817
WBGene00007006,npr-3,0.298852386
WBGene00017850,F27B10.1,0.298801939
WBGene00003017,lin-31,0.298800637
WBGene00016346,fbxa-120,0.298408297
WBGene00001082,dpy-23,0.298378435
WBGene00013732,aakg-1,0.298175199
WBGene00017770,F25B4.7,0.297891757
WBGene00011820,T18D3.1,0.297765923
WBGene00015429,sor-3,0.297651608
WBGene00010488,K02A11.3,0.297387658
WBGene00006146,str-87,0.297358532
WBGene00004377,rme-6,0.296803109
WBGene00006012,srx-121,0.296744919
WBGene00016405,hecd-1,0.296714405
WBGene00000491,che-12,0.296633842
WBGene00008142,C47E8.3,0.296576797
WBGene00017122,E04F6.2,0.296447583
WBGene00000933,dap-3,0.296160532
WBGene00017589,F19B10.10,0.296063616
WBGene00001985,hop-1,0.296056094
WBGene00005702,sru-39,0.295671589
WBGene00008739,F13D12.3,0.295596681
WBGene00017715,F22F1.3,0.29559612
WBGene00010367,H05L14.2,0.295497272
WBGene00015635,C09D4.4,0.295465679
WBGene00018245,F40G9.9,0.295404044
WBGene00003566,ncx-1,0.295393992
WBGene00001915,his-41,0.295154558
WBGene00018744,F53B3.6,0.295130548
WBGene00019710,M01E11.1,0.295116307
WBGene00006783,unc-47,0.295072351
WBGene00077520,C37A5.11,0.294889511
WBGene00016751,C48E7.6,0.294857327
WBGene00018897,F55F8.9,0.294412979
WBGene00012062,T26G10.5,0.294386925
WBGene00004769,sel-12,0.294179656
WBGene00004274,rab-11.1,0.294162436
WBGene00001182,egl-13,0.294150342
WBGene00020950,W02F12.5,0.294087573
WBGene00001840,hel-1,0.293894367
WBGene00003745,nlp-7,0.293886303
WBGene00003636,nhr-46,0.293828606
WBGene00019109,F59E11.2,0.293796781
WBGene00007574,C14B1.3,0.293782257
WBGene00008798,F14D7.11,0.29354041
WBGene00009286,F31C3.4,0.293261744
WBGene00017001,D1007.3,0.29320016
WBGene00006923,vhp-1,0.293141861
WBGene00000407,cdk-5,0.292987882
WBGene00006698,uaf-2,0.292792708
WBGene00005938,srx-47,0.292749844
WBGene00003623,nhr-25,0.292690479
WBGene00006479,tmbi-4,0.292468482
WBGene00008516,F02C12.2,0.292406755
WBGene00006580,tlp-1,0.292364321
WBGene00006496,cgef-1,0.292304982
WBGene00003395,mom-2,0.292249509
WBGene00015805,C15H9.11,0.292245692
WBGene00008955,F19D8.2,0.29206983
WBGene00014794,K02E2.5,0.292057026
WBGene00003792,npp-6,0.292035197
WBGene00005616,srj-29,0.291918469
WBGene00009450,ugt-58,0.291849386
WBGene00006432,tag-53,0.291709265
WBGene00005327,srh-108,0.291439433
WBGene00001089,dre-1,0.291347199
WBGene00007667,fbxa-97,0.29074348
WBGene00000611,col-34,0.290628196
WBGene00010437,JC8.5,0.290495145
WBGene00000514,ckb-4,0.290384012
WBGene00077732,tag-319,0.289999005
WBGene00010011,F53H4.6,0.289911912
WBGene00001016,dna-2,0.28990543
WBGene00002042,hus-1,0.289796375
WBGene00004418,rpl-7,0.289547824
WBGene00008512,F01G10.10,0.289401173
WBGene00001023,dnj-5,0.289370503
WBGene00016135,C26B9.6,0.28927835
WBGene00004739,scd-1,0.289269137
WBGene00008413,D2030.3,0.289164784
WBGene00000553,cmk-1,0.288793359
WBGene00044306,F58F9.8,0.28868932
WBGene00011105,R07E3.4,0.288469814
WBGene00018447,F45C12.16,0.288327875
WBGene00008945,F19B2.6,0.288287626
WBGene00015511,C06A6.7,0.288206915
WBGene00011280,R74.6,0.288126195
WBGene00001571,gei-14,0.288065464
WBGene00002038,hum-5,0.288036999
WBGene00018857,stau-1,0.288017169
WBGene00021080,W08A12.3,0.28797137
WBGene00006490,tag-144,0.28796632
WBGene00010625,K07C5.2,0.287871212
WBGene00016608,cogc-5,0.287819338
WBGene00009552,piki-1,0.287816133
WBGene00002037,hum-4,0.287670918
WBGene00020637,fbxa-7,0.28721473
WBGene00015864,C16D9.9,0.28710878
WBGene00016626,clhm-1,0.287097008
WBGene00000161,apa-2,0.287066701
WBGene00017048,D2021.4,0.286993328
WBGene00007352,cdc-48.1,0.286854741
WBGene00005652,srr-1,0.286798626
WBGene00003174,mec-10,0.286565035
WBGene00009242,sre-6,0.286429539
WBGene00019457,K06H7.3,0.286367265
WBGene00007409,C07B5.4,0.286040768
WBGene00009084,F23B12.7,0.285986749
WBGene00011509,T05H10.4,0.285973423
WBGene00000658,col-83,0.285893202
WBGene00005062,sra-36,0.285893202
WBGene00017208,fbxb-35,0.285873536
WBGene00008940,F18H3.4,0.285759703
WBGene00003533,nas-14,0.28556628
WBGene00002148,gon-14,0.285397885
WBGene00197303,F26E4.16,0.285348815
WBGene00000068,acy-1,0.285268
WBGene00019370,K03H6.5,0.285254074
WBGene00003719,nhr-129,0.285151286
WBGene00015680,egal-1,0.285090814
WBGene00006966,xtr-2,0.285048429
WBGene00007134,B0284.4,0.285017567
WBGene00007515,C10C6.7,0.284841259
WBGene00009790,lgc-44,0.284713222
WBGene00012340,dct-15,0.284658217
WBGene00008952,F19C6.3,0.284279112
WBGene00015648,orai-1,0.284237584
WBGene00007323,fbxa-155,0.284195841
WBGene00002979,lfe-2,0.2838608
WBGene00010765,K10H10.10,0.283772705
WBGene00003254,mig-23,0.283768319
WBGene00004762,sel-5,0.283672569
WBGene00010227,F58A4.2,0.28345169
WBGene00001160,efk-1,0.283397524
WBGene00019727,M02D8.1,0.283065432
WBGene00009430,F35E12.6,0.283018835
WBGene00010583,K05C4.7,0.282977974
WBGene00008379,secs-1,0.282409007
WBGene00011955,cdka-1,0.282174315
WBGene00003751,nlp-13,0.282102092
WBGene00003373,mlh-1,0.281852552
WBGene00018341,F42A10.5,0.281704337
WBGene00019346,K02G10.5,0.281663552
WBGene00016446,C35D10.10,0.281394663
WBGene00008685,mon-2,0.281333907
WBGene00011101,R07D5.2,0.281307084
WBGene00011426,T04C10.3,0.281283273
WBGene00000934,dat-1,0.281189395
WBGene00020846,T27A10.6,0.281177948
WBGene00001259,emb-5,0.280973532
WBGene00008977,F20D1.7,0.280833181
WBGene00000476,cfi-1,0.280786351
WBGene00017777,F25B5.6,0.280592511
WBGene00022493,Y119D3B.16,0.280559869
WBGene00003822,nsy-1,0.280502783
WBGene00018782,cct-3,0.280323331
WBGene00017827,F26F4.5,0.280130884
WBGene00002045,icd-1,0.280072604
WBGene00014397,F55A11.10,0.2799431
WBGene00009436,F35G2.2,0.279901226
WBGene00004268,rab-5,0.279785981
WBGene00009366,F33H2.2,0.279705719
WBGene00010665,K08E3.5,0.279642893
WBGene00020717,T23B12.2,0.279526046
WBGene00004478,rps-9,0.279464367
WBGene00017249,fbxb-108,0.279418975
WBGene00194748,F56F3.7,0.279322967
WBGene00014663,C01G6.10,0.279186562
WBGene00000301,cav-1,0.279117726
WBGene00015410,tbc-6,0.278989883
WBGene00012084,npr-15,0.278918923
WBGene00004393,rnt-1,0.27889475
WBGene00017195,glo-4,0.278842296
WBGene00015104,B0280.9,0.278723052
WBGene00010828,M02B1.3,0.278680414
WBGene00011412,T04A8.11,0.278647053
WBGene00077712,F40A3.5,0.278447243
WBGene00003166,mec-2,0.278403065
WBGene00004245,puf-9,0.27825679
WBGene00015720,C13A2.3,0.278032165
WBGene00077786,F53F8.7,0.277776493
WBGene00010579,K05C4.2,0.277687371
WBGene00019826,R02E4.1,0.277516947
WBGene00006444,shn-1,0.277401248
WBGene00013639,Y105C5A.15,0.277279188
WBGene00017038,D1069.4,0.277272921
WBGene00007555,tag-242,0.277188057
WBGene00019277,sgcb-1,0.277028525
WBGene00002141,inx-19,0.276903564
WBGene00001604,gln-3,0.276889998
WBGene00005671,sru-8,0.276701653
WBGene00016420,C34G6.3,0.276686256
WBGene00196193,K01B6.5,0.276686256
WBGene00013698,Y106G6D.1,0.27662736
WBGene00017310,F09G2.1,0.276438901
WBGene00007295,C04C11.1,0.276355863
WBGene00007468,C08H9.8,0.276336135
WBGene00005481,srh-276,0.276276849
WBGene00015035,otpl-1,0.276268693
WBGene00009974,F53C11.4,0.276242382
WBGene00015824,C16B8.4,0.276169702
WBGene00020131,gcy-28,0.276142595
WBGene00010709,nol-9,0.275787347
WBGene00015173,B0412.3,0.275507687
WBGene00008823,F14H3.4,0.275401887
WBGene00019875,mca-2,0.275235375
WBGene00000531,clh-4,0.275173454
WBGene00003743,nlp-5,0.274739432
WBGene00008629,cpt-5,0.274707027
WBGene00017576,cdh-8,0.27455463
WBGene00007622,C16C10.1,0.274512679
WBGene00016368,nhr-163,0.274496645
WBGene00015162,B0361.8,0.274456609
WBGene00011980,T24B8.7,0.274427629
WBGene00011059,R06C1.4,0.27426124
WBGene00020838,T27A3.1,0.274214247
WBGene00009188,lsy-22,0.274037997
WBGene00004395,rol-3,0.274012843
WBGene00044006,H32K21.1,0.273807336
WBGene00004479,rps-10,0.273796298
WBGene00010128,F55G11.8,0.273778312
WBGene00020511,immt-1,0.273538993
WBGene00045048,D1007.19,0.273442671
WBGene00006495,cpna-1,0.273425583
WBGene00004036,frm-9,0.273412988
WBGene00020270,T05H4.7,0.27337248
WBGene00004372,rig-5,0.272958923
WBGene00003951,pbs-5,0.272895747
WBGene00015816,C16A11.3,0.27289459
WBGene00007422,ugt-17,0.272834568
WBGene00010557,mspn-1,0.272799809
WBGene00007630,har-1,0.272665968
WBGene00003625,nhr-31,0.272613793
WBGene00018768,F53G2.3,0.272528685
WBGene00019743,nhr-203,0.272254823
WBGene00018736,F53B1.3,0.27218808
WBGene00019957,R08E3.1,0.272157447
WBGene00001827,hcf-1,0.27215204
WBGene00020092,pcf-11,0.27201321
WBGene00002021,hsp-17,0.271802006
WBGene00011047,R06A4.2,0.271723971
WBGene00197163,B0495.15,0.27164686
WBGene00011095,gana-1,0.271546259
WBGene00000767,coq-8,0.2715081
WBGene00002175,jac-1,0.271190455
WBGene00001324,eor-1,0.271150263
WBGene00009270,F30F8.1,0.271117944
WBGene00020966,W03A5.1,0.270970564
WBGene00010604,nhr-199,0.270910361
WBGene00005390,srh-174,0.270850805
WBGene00013734,Y111B2A.10,0.270694073
WBGene00020404,T10B11.8,0.270325739
WBGene00019645,K11D12.5,0.270312891
WBGene00008880,F16B12.4,0.270300847
WBGene00001110,duo-1,0.269951119
WBGene00018437,btb-8,0.269762954
WBGene00017571,tag-279,0.269756036
WBGene00013814,Y116A8C.43,0.269703971
WBGene00011263,R13H4.5,0.26925339
WBGene00010850,M04C3.1,0.269209807
WBGene00000386,cdc-25.1,0.26920215
WBGene00010554,K04C1.4,0.269163424
WBGene00019240,H24K24.3,0.26915638
WBGene00009096,fipr-1,0.268534765
WBGene00012004,dyrb-1,0.268325096
WBGene00008975,F20D1.3,0.268097365
WBGene00018727,F53A9.4,0.267950613
WBGene00020827,T26A8.4,0.267927305
WBGene00010572,wdr-5.2,0.267861551
WBGene00007102,B0024.13,0.26743834
WBGene00007317,C05A9.2,0.267313322
WBGene00019844,abts-4,0.266837437
WBGene00019434,K06A5.8,0.266767699
WBGene00008656,F10F2.4,0.266679669
WBGene00016203,tag-250,0.266635179
WBGene00006279,str-253,0.266571421
WBGene00003132,mat-1,0.266563221
WBGene00166811,21ur-8662,0.266512843
WBGene00016319,C32D5.12,0.266459728
WBGene00001594,glc-4,0.266411642
WBGene00044587,srz-105,0.266198681
WBGene00019865,R04A9.6,0.266106946
WBGene00016354,rig-6,0.265786952
WBGene00003564,ncs-2,0.265776788
WBGene00009744,F45H11.3,0.265690235
WBGene00018175,F38B6.6,0.265674727
WBGene00004034,pkc-3,0.265673235
WBGene00199254,R07D5.6,0.265655928
WBGene00008610,F09C3.2,0.265463957
WBGene00008995,F21A3.5,0.265454024
WBGene00015743,C13F10.4,0.26537416
WBGene00016276,C30G12.4,0.265210461
WBGene00004458,rpn-1,0.265073337
WBGene00012240,W04A8.5,0.264912341
WBGene00003584,ndx-7,0.26484418
WBGene00017761,F23H11.6,0.264421141
WBGene00018156,ncbp-1,0.263937568
WBGene00004042,plk-1,0.263825015
WBGene00019019,F57H12.4,0.263806875
WBGene00011409,T04A8.7,0.263804737
WBGene00016391,C34B2.6,0.263560247
WBGene00010481,K01G5.10,0.26343984
WBGene00018838,F54G2.2,0.263389518
WBGene00016975,nhr-173,0.263030029
WBGene00001566,acdh-13,0.262982675
WBGene00018408,F44B9.5,0.262868293
WBGene00004392,rnr-2,0.262783719
WBGene00010097,F55C5.8,0.26277425
WBGene00003499,mut-2,0.262525174
WBGene00017020,D1014.7,0.262501059
WBGene00011703,srab-19,0.262390486
WBGene00016583,tag-335,0.262378312
WBGene00011448,tag-348,0.262226785
WBGene00022459,Y110A7A.9,0.262041921
WBGene00002275,lem-2,0.261906435
WBGene00007304,ttr-39,0.261897801
WBGene00019437,K06A9.3,0.261750217
WBGene00194747,H05C05.4,0.26157199
WBGene00018613,skpt-1,0.261331024
WBGene00009026,F21G4.5,0.261307635
WBGene00011856,T20D3.2,0.261148926
WBGene00003870,ooc-5,0.260877756
WBGene00006776,unc-40,0.260853079
WBGene00006520,tag-175,0.260817505
WBGene00010840,M03C11.3,0.260421051
WBGene00011087,R07B7.2,0.260217391
WBGene00015461,C05C8.2,0.260154213
WBGene00006504,kcc-1,0.260115222
WBGene00002187,kgb-1,0.26005772
WBGene00007462,C08H9.1,0.260025345
WBGene00001145,eat-16,0.259889945
WBGene00017279,F09C12.8,0.259828702
WBGene00017132,mel-47,0.259795124
WBGene00007402,ugt-60,0.259589417
WBGene00019649,K11D12.9,0.25914432
WBGene00004033,pkc-2,0.259003681
WBGene00020006,set-15,0.258927011
WBGene00007941,C34F6.7,0.258863969
WBGene00008514,F02A9.4,0.258803614
WBGene00018625,prp-17,0.258701294
WBGene00002179,jph-1,0.258561276
WBGene00019188,H11E01.3,0.258431708
WBGene00007820,clec-199,0.258367129
WBGene00020921,W01C8.5,0.258231835
WBGene00001196,egl-30,0.258207873
WBGene00002123,inx-1,0.257895969
WBGene00002035,hum-1,0.257739586
WBGene00006542,tbp-1,0.257529405
WBGene00013771,Y113G7C.1,0.25750516
WBGene00006373,syx-5,0.257459003
WBGene00018131,F37A4.1,0.257287719
WBGene00001760,gst-12,0.256862221
WBGene00000897,daf-1,0.256769814
WBGene00008775,F13H10.4,0.256491687
WBGene00016858,C50H11.13,0.256362308
WBGene00020360,math-41,0.256031945
WBGene00015364,npr-19,0.256002697
WBGene00006641,tsp-15,0.255819714
WBGene00017069,D2096.1,0.255590131
WBGene00077570,F55B12.11,0.255583358
WBGene00001555,gcy-35,0.255526532
WBGene00009707,srxa-16,0.255410007
WBGene00000846,cup-5,0.255309484
WBGene00011814,T16H12.4,0.255287626
WBGene00009315,F32B4.5,0.255113628
WBGene00019241,H24K24.4,0.255008024
